name,description,section
WINDPROOF AND WATERPROOF RECCO® TECHNOLOGY FLARED SNOW OVERALLS SKI COLLECTION,technical overalls with waterproof fabric up to a mm water column and triple layered that combines an exterior shell with an interior membrane that prevents water penetration but allows air through providing breathability of g m h way stretch fabric with fitted silhouette that guarantee good freedom of movement and comfort equipped with recco technology to help rescue professionals find you in case of an accident avalanche or getting lost in difficulttoreach areas wide straps and adjustable elastic cords back quilted panel with airtex foam for better protection and breathability front pockets with waterproof zippers adjustable waist with side flaps polar fleece lined interior adjustable bell bottoms with zipper and inner patch to avoid wear and tear hem is longer in back to accommodate ski boots interior elastic cuffs to tuck into footwear and keep out snow and cold front waterproof zipper closure for more information about recco technology please visit their website httpsreccocom,WOMAN
WINDPROOF AND WATERPROOF RECCO® TECHNOLOGY SKI COLLECTION JUMPSUIT,technical jumpsuit with waterproof fabric up to a mm water column and triple layered that combines an exterior shell with an interior membrane that prevents water penetration but allows air through providing breathability of g m h way stretch fabric with fitted silhouette that guarantee good freedom of movement and comfort equipped with recco technology to help rescue professionals find you in case of an accident avalanche or getting lost in difficulttoreach areas high collar and long sleeves with lift ticket pocket fixed stretch belt with loops and clip closure upper pocket for mobile and front pockets with waterproof zippers front ring on loop to hang gloves polar fleece lined interior adjustable bell bottoms with zipper and inner patch to avoid wear and tear hem is longer in back to accommodate ski boots interior elastic cuffs with hook to tuck into footwear and keep out snow and cold front waterproof zipper closure for more information about recco technology please visit their website httpsreccocom,WOMAN
WATERPROOF RECCO® TECHNOLOGY FLARED SNOW OVERALLS SKI COLLECTION,technical overalls with waterproof fabric up to a mm water column and triple layered that combines an exterior shell with an interior membrane that prevents water penetration but allows air through providing breathability of g m h way stretch fabric with fitted silhouette that guarantee good freedom of movement and comfort equipped with recco technology to help rescue professionals find you in case of an accident avalanche or getting lost in difficulttoreach areas wide straps and adjustable elastic cords back quilted panel with airtex foam for better protection and breathability front pockets with waterproof zippers adjustable waist with side flaps polar fleece lined interior flared legs adjustable with zip and longer back to accommodate ski boots interior elastic cuffs to tuck into footwear and keep out snow and cold front waterproof zipper closure for more information about recco technology please visit their website httpsreccocom,WOMAN
WINDPROOF AND WATERPROOF RECCO® TECHNOLOGY SKI COLLECTION JUMPSUIT,technical jumpsuit with waterproof fabric up to a mm water column and triple layered that combines an exterior shell with an interior membrane that prevents water penetration but allows air through providing breathability of g m h way stretch fabric with fitted silhouette that guarantee good freedom of movement and comfort equipped with recco technology to help rescue professionals find you in case of an accident avalanche or getting lost in difficulttoreach areas high collar and long sleeves with lift ticket pocket fixed stretch belt with loops and clip closure upper pocket for mobile and front pockets with waterproof zippers front ring on loop to hang gloves polar fleece lined interior flared legs adjustable with zip and longer back to accommodate ski boots interior elastic cuffs with hook to tuck into footwear and keep out snow and cold front waterproof zipper closure for more information about recco technology please visit their website httpsreccocom,WOMAN
WINDPROOF AND WATERPROOF RECCO® TECHNOLOGY SKI COLLECTION JUMPSUIT,technical jumpsuit with waterproof fabric up to a mm water column and triple layered that combines an exterior shell with an interior membrane that prevents water penetration but allows air through providing breathability of g m h way stretch fabric with fitted silhouette that guarantee good freedom of movement and comfort equipped with recco technology to help rescue professionals find you in case of an accident avalanche or getting lost in difficulttoreach areas high collar with removable and adjustable hood with visor long sleeves with lift ticket pocket and interior cuffs with thumbholes fixed stretch adjustable belt with loops and clip closure front pockets with waterproof zippers polar fleece lined interior flared legs adjustable with zip and longer back to accommodate ski boots interior elastic cuffs with hook to tuck into footwear and keep out snow and cold front waterproof zipper closure for more information about recco technology please visit their website httpsreccocom,WOMAN
METALLIC HEELED BOOTS,metallic effect heeled knee high boots block heels zipper closure pointed toe heel height inches cm,WOMAN
ZIPPERED FABRIC ANKLE BOOTS,fabric ankle boots laces and zipper at side rubberized sole and toe cap back pull tab rounded toe sole height inches cm,WOMAN
CHELSEA BOOTS,chelsea ankle boots with distressed effect side elastic goring pull tabs lug soles sole height inches cm,WOMAN
LEATHER BIKER BOOTS,flat biker ankle boots in leather buckled strap detail and metal trim rounded toe sole height inches cm,WOMAN
LOW HEEL BIKER ANKLE BOOTS,flat moto ankle boots buckle detail with straps and metal trim side pull tabs rounded toe sole height inches cm airfit flexible technical sole made of latex foam designed to offer increased comfort,WOMAN
OPEN TOE FABRIC ANKLE BOOTS,high heel fabric ankle boots fitted upper open toe heel height inches cm,WOMAN
FLAT BUCKLED ANKLE BOOTS,basic flat ankle boot with buckle details rounded toe sole height inches cm,WOMAN
HEELED FABRIC BOOTS,heeled knee high boots in fabric thin heel pointed toe heel height inches cm,WOMAN
RHINESTONE STRAPPY FLAT SANDALS,flat sandals rhinestone details at straps round toe buckled ankle strap closure sole height inches cm airfit flexible technical sole made of latex foam designed to offer increased comfort,WOMAN
PLAID KNIT JACQUARD COAT,coat with lapel collar and long sleeves front patch pockets front button closure,WOMAN
CROP KNIT COAT WITH ASYMMETRICAL SCARF,round neck coat with asymmetrical scarf and long sleeves asymmetric hem with side vents front double breasted button closure,WOMAN
SOFT KNIT VEST,round neck vest rib trim,WOMAN
WOOL BLEND KNIT COAT,open front coat made of wool lapel collar and long sleeves front patch pockets,WOMAN
SOFT KNIT VEST,vneck vest rib trim,WOMAN
LONG BUTTONED KNIT VEST,high collar vest buttoned asymmetric hem and side vents,WOMAN
OVERSIZED JACQUARD KNIT VEST,roomy vest with vneckline front patch pockets front metal zip closure,WOMAN
METALLIC CABLE KNIT VEST,sleeveless high collar cropped vest metallic fabric detail,WOMAN
WRAP FRONT KNIT COAT,coat with high collar and long sleeves asymmetric hem with side vents front double breasted button closure,WOMAN
BASIC KNIT SWEATSHIRT,round neck sweatshirt with long sleeves,WOMAN
CASHMERE BLEND KNIT SWEATSHIRT,sweatshirt made with cashmere adjustable drawstring hooded collar and long sleeves rib trim,WOMAN
SOFT KNIT VEST,vneck vest rib trim,WOMAN
METALLIC MESH KNIT SWEATSHIRT,hooded knit sweatshirt with long sleeves,WOMAN
Sweatshirt with adjustable drawstring hood. Long sleeves with elastic cuffs. Front pockets. Front metal zip closure.,sweatshirt with adjustable drawstring hood long sleeves with elastic cuffs front pockets front metal zip closure,WOMAN
OVERSIZED HOODIE SWEATSHIRT,round neck sweatshirt with adjustable drawstring hood long sleeves contrasting text and label detail at front tonal rib trim,WOMAN
ZIPPERED BOMBER SWEATSHIRT,cotton sweatshirt round neck and long sleeves with dropped shoulders tonal rib trim pronounced seam detail front metal zip closure,WOMAN
EMBROIDERED TEXT PLUSH SWEATSHIRT,round neck sweatshirt with long sleeves rib trim embroidered text detail at front,WOMAN
CLEAN INTERLOCK PLUSH SWEATSHIRT,sweatshirt made of flexible stretch knit fabric with a dense soft and opaque weave round neck and long sleeves with dropped shoulders rib trim tonal seam at sleeve,WOMAN
HOODIE SWEATSHIRT,cotton sweatshirt hood and long sleeves matching tonal rib trim,WOMAN
TEXT PRINT OVERSIZED SWEATSHIRT,full cut sweatshirt with round neck and long sleeves contrasting text at chest tonal rib trim,WOMAN
PLUSH SWEATSHIRT EVERLAST® X ZARA,cropped sweatshirt with round neck and wide long sleeves tonal rib elastic trim contrast everlast front text and back patch,WOMAN
EMBROIDERED TEXT HOODED SWEATSHIRT,full cut hoodie with adjustable drawstring hood long sleeves with dropped shoulders and elastic cuffs front pockets contrast embroidered text front metal zip closure,WOMAN
SPARKLY SWEATSHIRT WITH TEXT,full cut sweatshirt with round neck and long sleeves rib trim shiny fabric detail front and back raised text,WOMAN
PLUSH WASHED EFFECT SWEATSHIRT,sweatshirt with adjustable drawstring hood long sleeves with cuffs and dropped shoulders front metal zip closure due to the dyeing and washing processes the color on each item is unique and special and may differ slightly from the one pictured,WOMAN
PLUSH WASHED EFFECT SWEATSHIRT,full cut sweatshirt with round neck long sleeves and dropped shoulder elastic rib trim washed effect fabric due to the dyeing and washing processes the color on each item is unique and special and may differ slightly from the one pictured,WOMAN
SOFT RIB HOODIE SWEATSHIRT,hooded sweatshirt made with soft touch fabric long sleeve with cuffs side hidden inseam pockets front metal zip closure,WOMAN
OVERSIZED SWEATSHIRT,oversized sweatshirt made of a dense cotton blend round neck and long sleeves with dropped shoulders rib trim,WOMAN
EVERLAST® X ZARA SWEATSHIRT,sweatshirt with adjustable drawstring hood rib trim long sleeves with dropped shoulders contrast everlast text at front and sleeves everlast x zara,WOMAN
SOFT HOODIE SWEATSHIRT,sweatshirt with adjustable drawstring hood long sleeve with cuffs soft feel fabric,WOMAN
WASHED RHINESTONE SWEATSHIRT,round neck sweatshirt with long sleeves rhinestone appliqus tonal rib trim,WOMAN
TEXT PRINT HOODED SWEATSHIRT,sweatshirt with high collar with adjustable drawstring hood long sleeves with elastic ribbed cuffs and dropped shoulders front pouch pocket front text detail,WOMAN
EVERLAST® X ZARA HOODIE SWEATSHIRT,full cut sweatshirt with adjustable drawstring hood rib trim long sleeves with dropped shoulders front contrast everlast text washed effect fabric everlast x zara,WOMAN
OVERSIZED TIE DYE SWEATSHIRT,oversized sweatshirt made of a cotton blend round neck and long sleeves with dropped shoulders rib trim due to the dyeing and washing processes the color on each item is unique and special and may differ slightly from the one pictured,WOMAN
FELT TEXTURE CROP SWEATSHIRT,cropped sweatshirt with high collar and adjustable drawstring hood long sleeves with dropped shoulders elastic hem front metal zip closure,WOMAN
WASHED EFFECT EYELET SWEATSHIRT,hooded sweatshirt long sleeves with dropped shoulders and ribbed elastic cuffs front pouch pocket washed effect fabric metal eyelet detail,WOMAN
EVERLAST® X ZARA EMBROIDERED SWEATSHIRT,full cut sweatshirt with high collar and adjustable drawstring hood long sleeves with dropped shoulders rib trim side hidden inseam pockets rib trim everlast text detail front metal zip closure everlast x zara,WOMAN
JEWEL POLO SWEATSHIRT,sweatshirt with rib polo collar with jewel appliqus long sleeves with dropped shoulders,WOMAN
METALLIC HOODIE SWEATSHIRT,long sleeve hooded sweatshirt rib trim front pouch pocket metallic fabric detail due to the unique finishing process the color on each item is unique and special and may differ slightly from the one pictured,WOMAN
WASHED EFFECT CROP SWEATSHIRT,cropped sweatshirt with round neck long sleeves and dropped shoulder elastic rib trim washed effect fabric front zip closure due to the dyeing and washing processes the color on each item is unique and special and may differ slightly from the one pictured,WOMAN
TEXT PRINT SWEATSHIRT,sweatshirt made of spun cotton blend fabric round neck and long sleeves rib trim contrasting text and print,WOMAN
RHINESTONE SWEATSHIRT,round neck sweatshirt with long sleeves with dropped shoulders tonal rhinestone appliqu detail rib trim,WOMAN
WASHED HOODIE SWEATSHIRT,sweatshirt made of washed effect fabric adjustable drawstring hood long sleeves with dropped shoulders and elastic cuffs front pouch pocket,WOMAN
QUILTED SWEATSHIRT,quilted sweatshirt round neck and long sleeves with dropped shoulders tonal rib elastic trim,WOMAN
NEOPRENE EFFECT TOGGLE SWEATSHIRT,full cut sweatshirt made of neoprene effect fabric round neck and long sleeves with dropped shoulders adjustable elastic drawcord hem with toggles,WOMAN
JEWEL SLEEVE SWEATSHIRT,round neck sweatshirt with long sleeves with dropped shoulders jewel appliqu detail at sleeves tonal rib trim,WOMAN
PLUSH SWEATSHIRT WITH HOOD,full cut hoodie with adjustable drawstring hood long sleeves with dropped shoulders and elastic cuffs front pockets front metal zip closure,WOMAN
NEOPRENE EFFECT SWEATSHIRT,sweatshirt made of neoprene effect fabric with high collar and long sleeves side hidden inseam pockets front metal zip closure,WOMAN
WASHED EFFECT GIRL PRINT SWEATSHIRT,sweatshirt made of washed effect fabric round neck and long sleeves with dropped shoulders rib trim contrasting print,WOMAN
NEOPRENE EFFECT BOMBER SWEATSHIRT,neoprene effect bomber sweatshirt with hood long sleeves with elastic cuffs side pockets front text detail front zip closure,WOMAN
BASIC CROP SWEATSHIRT,cotton sweatshirt round neck and long sleeves rib trim,WOMAN
NEOPRENE EFFECT ZIP SWEATSHIRT,sweatshirt made of neoprene effect fabric with high collar and long sleeves front polo style closure with zipper,WOMAN
PLUSH SWEATSHIRT WITH TEXT,cotton sweatshirt round neck and long sleeves rib trim front text detail,WOMAN
FELT TEXTURE COAT,open front coat with lapel collar and long sleeves side pockets,WOMAN
ZW COLLECTION BELTED GABARDINE TRENCH,zara woman collection gabardine trench coat with vneck lapel collar long sleeves with belted cuffs and epaulettes flap pockets at front self belt with buckle back vent front double breasted button closure the gabardine trench coat remains a timeless reference and this design with classic lines wide lapels slightly tailored cut and buckle belted cuffs is a winning bet for a midseason garment,WOMAN
